size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
size,seq_time,par_time,speedup
